,Value
Method,BiMCL
Distance Metric,cosine
Number of Clusters,3
Coverage,1.0
Entropy,1575.9320882161458
Silhouette,0.00758742069665459
Modularity,0.08329861111111111
model_name,TimeVAE_model8
