,Value
Method,SpectralBiclustering
Distance Metric,manhattan
Number of Clusters,5
Coverage,4.8225308641975306e-05
Entropy Samples,2.1378220327411404
Entropy Features,2.043617233849921
Silhouette Samples,0.025842774930428813
Silhouette Features,0.25363444514477607
Model Name,TimeVAE_model9
