Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model42
Modularity,0.06297959667058332
Silhouette Score,-0.01676066778600216
Davies Bouldin Index,1.9723076923076923
Num Communities,2
