Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model47
Modularity,0.6325290732696551
Silhouette Score,-0.07403883337974548
Davies Bouldin Index,1.8486735376089443
Num Communities,11
