Item,Value
Graph Construction Method,aggregate
Distance Metric,cosine
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.5807455186247407
Silhouette Score,0.0460233082437613
Davies Bouldin Index,1.2400819213405267
Num Communities,8
