,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,5
Coverage,4.8225308641975306e-05
Entropy Samples,2.1378220327411404
Entropy Features,2.043617233849921
Silhouette Samples,0.003984952950719161
Silhouette Features,0.3262877048485639
Model Name,TimeVAE_model9
