Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model42
Modularity,0.33912467307001337
Silhouette Score,-0.05076151341199875
Davies Bouldin Index,2.4529345175896897
Num Communities,6
