,Value
Method,SpectralBiclustering
Distance Metric,manhattan
Number of Clusters,9
Coverage,0.01875
Entropy Samples,2.898922865371407
Entropy Features,2.9549868557726664
Silhouette Samples,0.06483524158704523
Silhouette Features,0.12317166076252112
Model Name,TimeVAE_model9
