Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model40
Modularity,0.3640825738156355
Silhouette Score,-0.07061555981636047
Davies Bouldin Index,2.778267838247677
Num Communities,6
