,Value
Method,BiMCL
Distance Metric,cosine
Number of Clusters,6
Coverage,1.0
Entropy,1009.0773213704427
Silhouette,-0.011777365756683544
Modularity,0.039837962962962964
model_name,TimeVAE_model9
