Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model68
Modularity,0.3047038741902879
Silhouette Score,-0.039489973336458206
Davies Bouldin Index,2.2651688652961797
Num Communities,6
