,Value
Method,SpectralBiclustering
Distance Metric,manhattan
Number of Clusters,4
Coverage,3.08641975308642e-05
Entropy Samples,1.962989624010397
Entropy Features,1.6971456771523659
Silhouette Samples,0.02288566006332048
Silhouette Features,0.28939550986559065
Model Name,TimeVAE_model9
