Item,Value
Graph Construction Method,aggregate
Distance Metric,euclidean
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Modularity,0.07829773414101224
Silhouette Score,0.019287553088135817
Davies Bouldin Index,1.9577797577797575
Num Communities,3
