Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model16
Modularity,0.4057790002313783
Silhouette Score,-0.040762826800346375
Davies Bouldin Index,2.6240183792815372
Num Communities,6
