,Value
Method,BiMCL
Distance Metric,euclidean
Number of Clusters,4
Coverage,1.0
Entropy,1536.4635925292969
Silhouette,-0.0002186684581425248
Modularity,0.06335648148148149
model_name,TimeVAE_model9
