,Value
Method,BiMCL
Distance Metric,cosine
Number of Clusters,7
Coverage,1.0
Entropy,864.0386614118304
Silhouette,-0.010890587180337105
Modularity,0.03675925925925926
model_name,TimeVAE_model9
