,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,9
Coverage,0.00015625
Entropy Samples,2.9067897354333176
Entropy Features,3.0529019960156987
Silhouette Samples,-0.12069058195330572
Silhouette Features,0.05608574529704814
Model Name,TimeVAE_model9
