,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,8
Coverage,1.0
Entropy,742.5580749511719
Silhouette,-0.02489733146832747
Modularity,0.03229166666666667
model_name,TimeVAE_model9
