,Value
Method,BiMCL
Distance Metric,euclidean
Number of Clusters,4
Coverage,1.0
Entropy,1176.9180297851562
Silhouette,0.0005871661393838521
Modularity,0.06145833333333333
model_name,TimeVAE_model8
