,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,5
Coverage,0.005787037037037037
Entropy Samples,2.155567915533138
Entropy Features,1.8920795639257109
Silhouette Samples,0.14644362432390337
Silhouette Features,-0.06451372014235383
Model Name,TimeVAE_model9
