Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model47
Modularity,0.6223328270827553
Silhouette Score,-0.08281385898590088
Davies Bouldin Index,1.513508532530272
Num Communities,10
