,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,9
Coverage,1.0
Entropy,505.999993218316
Silhouette,-0.03236494993708005
Modularity,0.028246527777777777
model_name,TimeVAE_model8
