,Value
Method,Bipartite Spectral Graph Partitioning
Model Name,TimeVAE_model9
Number of Clusters,9
Coverage,0.11102816358024692
Entropy Samples,2.1892346873606896
Entropy Features,2.1965091817630498
Silhouette Samples,-0.07435924998791596
Silhouette Features,-0.008372137057873773
Modularity,-0.0069236921910570915
