,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,8
Coverage,0.014814814814814815
Entropy Samples,2.810629320426051
Entropy Features,2.752705481927944
Silhouette Samples,0.1115992492434102
Silhouette Features,0.2256202791986488
Model Name,TimeVAE_model9
