,Value
Method,SpectralBiclustering
Distance Metric,euclidean
Number of Clusters,7
Coverage,0.011342592592592593
Entropy Samples,2.54789199533111
Entropy Features,2.465347275584621
Silhouette Samples,0.08400026081249722
Silhouette Features,0.051874275704931416
Model Name,TimeVAE_model9
