Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model14
Modularity,0.03971503663978537
Silhouette Score,0.07490521669387817
Davies Bouldin Index,1.9775
Num Communities,2
