,Value
Method,SpectralBiclustering
Distance Metric,euclidean
Number of Clusters,5
Coverage,4.8225308641975306e-05
Entropy Samples,2.1378220327411404
Entropy Features,2.043617233849921
Silhouette Samples,0.02875130203511602
Silhouette Features,0.21363037581260685
Model Name,TimeVAE_model9
