,Value
Method,BiMCL
Distance Metric,cosine
Number of Clusters,4
Coverage,1.0
Entropy,1532.0082397460938
Silhouette,-0.010543294299794878
Modularity,0.06296296296296296
model_name,TimeVAE_model9
