Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model8
Modularity,0.4566483343089898
Silhouette Score,-0.09848949313163757
Davies Bouldin Index,2.4503854735997592
Num Communities,7
