,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,7
Coverage,1.0
Entropy,861.9940359933036
Silhouette,-0.014684927665374908
Modularity,0.03699074074074074
model_name,TimeVAE_model9
