Item,Value
Graph Construction Method,aggregate
Distance Metric,cosine
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.5179540018385569
Silhouette Score,0.03102302575470991
Davies Bouldin Index,1.317245419240493
Num Communities,7
