Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model57
Modularity,0.3649534167810988
Silhouette Score,-0.04661780595779419
Davies Bouldin Index,2.601013412083179
Num Communities,5
