Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model53
Modularity,0.04322752477509634
Silhouette Score,0.052310291677713394
Davies Bouldin Index,1.9764982373678026
Num Communities,2
