,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,10
Coverage,1.0
Entropy,594.6470550537109
Silhouette,-0.014047649622983568
Modularity,0.024907407407407406
model_name,TimeVAE_model9
