Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model40
Modularity,0.03981827675808702
Silhouette Score,0.06854619830846786
Davies Bouldin Index,1.9775533108866443
Num Communities,2
