,Value
Method,Bipartite Spectral Graph Partitioning
Model Name,TimeVAE_model9
Number of Clusters,6
Coverage,0.16632908950617284
Entropy Samples,1.7837788375069514
Entropy Features,1.7909800097063937
Silhouette Samples,-0.06138485508602437
Silhouette Features,-0.008023391568406767
Modularity,-0.001921688994501576
