Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model33
Modularity,0.0401076085889768
Silhouette Score,0.10341759026050568
Davies Bouldin Index,1.9777667984189722
Num Communities,2
