Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Modularity,0.056126496052192276
Silhouette Score,0.09213117501149408
Davies Bouldin Index,1.9772267206477734
Num Communities,2
