,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,3
Coverage,0.0020833333333333333
Entropy Samples,1.5483336809635797
Entropy Features,1.4833557549816874
Silhouette Samples,0.2684370979321723
Silhouette Features,0.4478291212400873
Model Name,TimeVAE_model9
