Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model28
Modularity,0.4345027311860144
Silhouette Score,-0.053356319665908813
Davies Bouldin Index,2.000045735997748
Num Communities,6
