,Value
Method,SpectralBiclustering
Model_name,TimeVAE_model9
Distance Metric,euclidean
Number of Clusters,9
Coverage,1.0
Entropy Samples,1.9606632012856413
Entropy Features,1.9628907674691638
Silhouette Samples,0.014213679181799914
Silhouette Features,0.14737095061379174
Modularity,0.024907407407407406
