,Value
Method,BiMCL
Distance Metric,euclidean
Number of Clusters,8
Coverage,1.0
Entropy,748.5737419128418
Silhouette,-0.01571167087580155
Modularity,0.03090277777777778
model_name,TimeVAE_model9
