Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model46
Modularity,0.6095367559706475
Silhouette Score,0.08757500350475311
Davies Bouldin Index,1.5113752042035453
Num Communities,7
