,Value
Method,SpectralBiclustering
Model_name,TimeVAE_model9
Distance Metric,euclidean
Number of Clusters,6
Coverage,1.0
Entropy Samples,1.6360886959702083
Entropy Features,1.4401864949575418
Silhouette Samples,0.030563831892181446
Silhouette Features,0.10923905242234469
Modularity,0.04664351851851852
