,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,10
Coverage,0.00019290123456790122
Entropy Samples,2.9997736668701385
Entropy Features,3.1777268402044667
Silhouette Samples,-0.12360230689101617
Silhouette Features,0.04947600721455103
Model Name,TimeVAE_model9
