,Value
Method,BiMCL
Distance Metric,cosine
Number of Clusters,10
Coverage,1.0
Entropy,454.9408187866211
Silhouette,-0.013975352849229239
Modularity,0.027065972222222224
model_name,TimeVAE_model8
