,Value
Method,SpectralBiclustering
Distance Metric,manhattan
Number of Clusters,7
Coverage,9.45216049382716e-05
Entropy Samples,2.674866181183188
Entropy Features,2.6523754583685752
Silhouette Samples,-0.008116679748588252
Silhouette Features,0.07649480127668189
Model Name,TimeVAE_model9
