Item,Value
Graph Construction Method,aggregate
Distance Metric,manhattan
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.6793755609656207
Silhouette Score,0.060488476697917695
Davies Bouldin Index,1.5086501462295763
Num Communities,8
