,Value
Method,SpectralBiclustering
Distance Metric,euclidean
Number of Clusters,8
Coverage,0.014814814814814815
Entropy Samples,2.810629320426051
Entropy Features,2.752705481927944
Silhouette Samples,0.0871278633346638
Silhouette Features,0.1489763062166524
Model Name,TimeVAE_model9
