,Value
Method,Bipartite Spectral Graph Partitioning
Model Name,TimeVAE_model9
Number of Clusters,8
Coverage,0.13018518518518518
Entropy Samples,2.059411922311396
Entropy Features,2.0074252607150758
Silhouette Samples,-0.04130152
Silhouette Features,-0.038603645
Modularity,0.0011959475252655612
