,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,3
Coverage,1.0
Entropy,2060.701456705729
Silhouette,0.0007853711773727056
Modularity,0.08298611111111111
model_name,TimeVAE_model9
