Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model49
Modularity,0.5489538839547283
Silhouette Score,-0.09252718091011047
Davies Bouldin Index,2.554340390002155
Num Communities,10
