Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model59
Modularity,0.4107877539552073
Silhouette Score,-0.057099953293800354
Davies Bouldin Index,3.200717869354625
Num Communities,6
