,Value
Method,SpectralBiclustering
Model_name,TimeVAE_model9
Distance Metric,euclidean
Number of Clusters,4
Coverage,1.0
Entropy Samples,1.2438934779619797
Entropy Features,0.8247938185985323
Silhouette Samples,0.03164456183906926
Silhouette Features,0.08726170451069871
Modularity,0.037037037037037035
