Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model65
Modularity,0.3184210906317367
Silhouette Score,-0.03082733228802681
Davies Bouldin Index,2.652381943703071
Num Communities,5
