,Value
Method,SpectralBiclustering
Model_name,TimeVAE_model9
Distance Metric,manhattan
Number of Clusters,4
Coverage,1.0
Entropy Samples,1.2296807489114685
Entropy Features,0.8408039857821294
Silhouette Samples,0.08420971219459925
Silhouette Features,0.08007596262760218
Modularity,0.0937037037037037
