,Value
Method,BiMCL
Distance Metric,cosine
Number of Clusters,5
Coverage,1.0
Entropy,1220.9837280273437
Silhouette,-0.005954410988569078
Modularity,0.04914351851851852
model_name,TimeVAE_model9
