Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model10
Modularity,0.04389881890713768
Silhouette Score,0.07380741089582443
Davies Bouldin Index,1.9773042491489092
Num Communities,2
