Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model33
Modularity,0.3516474768432036
Silhouette Score,-0.06321975588798523
Davies Bouldin Index,2.672695110307051
Num Communities,5
