Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model9
Modularity,0.4645732524865743
Silhouette Score,-0.11007406562566757
Davies Bouldin Index,2.469990404099447
Num Communities,8
