,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,4
Coverage,1.0
Entropy,1171.3127899169922
Silhouette,-0.011820293403552534
Modularity,0.06256944444444444
model_name,TimeVAE_model8
