Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model51
Modularity,0.04411442208164121
Silhouette Score,0.05014324188232422
Davies Bouldin Index,1.9762250693435477
Num Communities,2
