Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model58
Modularity,0.03948723356503056
Silhouette Score,0.05529331788420677
Davies Bouldin Index,1.9768518518518519
Num Communities,2
