Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model63
Modularity,0.03328469101985909
Silhouette Score,0.02580725960433483
Davies Bouldin Index,1.9762250693435477
Num Communities,2
